Development Status,Country,Year_x,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country_Year,Year_y,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Advanced Economy,Spain,1999,9.2,9.1,1.16,82.2,75.3,78.66585366,0.34978306,39721108,6437444,16.20300377,16288605,40.99831054,299580,59.98318116,0.344501971,27.39868653,499440,9493345,0.011450782,505990,79.53129105,76.1,0.456276487,Spain_1999,1999,Spain,ESP,1.0447E+12,40454472,38.53,23.7,14.432,83.531,32.501,163.251,1.994,3.831,299.54,2.11,0.96,0.7,1.62,0.89,1.22
Advanced Economy,Spain,2000,9.5,9.3,1.19,82.2,75.4,78.71707317,0.515171909,39926268,15003708,37.56120588,16480426,41.25811259,297780,59.62277751,0.337196554,26.95619093,499440,9510038,0.175684554,505990,79.94207112,76.181,0.621554081,Spain_2000,2000,Spain,ESP,1.10875E+12,40824748,39.22,23.84,14.728,88.321,37.151,164.907,2.133,4.145,311.385,2.05,0.98,0.78,1.6,0.79,1.23
Advanced Economy,Spain,2001,9.9,9,1.23,82.5,75.6,78.96585366,0.840384465,40263216,24265059,60.23673164,17104000,42.45977964,297660,59.65130261,0.332809977,26.85370741,499000,9557682,0.49973567,505000,80.68780762,76.262,0.946655141,Spain_2001,2001,Spain,ESP,1.16439E+12,41319428,39.81,23.38,15.014,81.098,39.968,171.017,2.038,4.209,313.344,2.01,0.89,0.84,1.65,0.75,1.23
Advanced Economy,Spain,2003,10.1,8.8,1.25,83,76.3,79.56829268,1.643976833,41431558,33530997,81.09707953,17640745,42.66538511,294190,58.95118628,0.31157409,25.86766592,499040,9722744,0.837593851,505320,83.02251924,76.533,1.892543029,Spain_2003,2003,Spain,ESP,1.25454E+12,42596452,40.17,24.02,16.038,84.293,51.271,179.717,1.9,4.482,337.701,1.89,0.82,1.01,1.69,0.66,1.23
Advanced Economy,Spain,2004,10.4,9.1,1.3,83,76.4,79.6195122,1.808454468,42187645,37219839,88.58520439,17759164,42.26775867,291530,58.39826927,0.308550051,26.07519881,499210,9796815,0.758944969,505370,84.50881393,76.778,2.128067165,Spain_2004,2004,Spain,ESP,1.3075E+12,43308344,39.86,23.3,16.292,87.397,58.846,185.141,2.234,4.702,354.612,1.8,0.8,1.12,1.68,0.72,1.24
Advanced Economy,Spain,2005,10.6,8.6,1.31,83.2,76.7,79.87073171,1.725466303,42921895,38622582,90.42919646,17934477,41.99098714,290710,58.23750952,0.303458177,26.09279218,499180,9862593,0.669178293,505370,85.98480508,77.022,2.042762099,Spain_2005,2005,Spain,ESP,1.36502E+12,44019116,39.6,21.95,16.792,87.766,68.908,189.185,2.297,4.733,369.681,1.75,0.76,1.28,1.7,0.69,1.25
Advanced Economy,Spain,2007,10.8,8.3,1.36,84.1,77.7,80.82195122,1.690352556,44397319,45695061,103.7617236,19865037,45.10838663,286130,57.34297968,0.286503786,25.49200369,498980,9988509,0.633639072,505370,88.97614934,77.502,1.999208103,Spain_2007,2007,Spain,ESP,1.49893E+12,45429072,40.04,22.86,16.824,84.629,75.616,184.173,2.565,4.739,368.546,1.5,0.66,1.33,1.64,0.74,1.17
Advanced Economy,Spain,2009,11.3,8.4,1.45,84.3,78.2,81.17560976,1.595330499,45954106,49623339,109.6808813,20576070,45.47863034,281420,56.41940658,0.271749384,25.03608661,498800,10120932,0.529473135,505370,92.12932237,77.976,1.898446523,Spain_2009,2009,Spain,ESP,1.48656E+12,46583568,40.17,20.24,11.402,45.081,73.68,161.984,2.256,2.982,297.385,0.97,0.34,1.28,1.47,0.61,0.94
Advanced Economy,Spain,2011,10.4,8.2,1.37,84.7,78.7,81.62682927,0.460408305,46576897,51389417,111.275767,20181424,43.69972585,275450,55.22253408,0.268974552,25.11627907,498800,10041047,-0.610014048,505600,93.37790096,78.442,0.756607893,Spain_2011,2011,Spain,ESP,1.49544E+12,47084244,38.44,19.65,9.523,54.215,68.042,147.002,2.739,3.209,284.73,0.71,0.37,1.07,1.3,0.77,0.83
Advanced Economy,Spain,2012,10.1,8.3,1.34,85.6,79.5,82.47560976,0.355338396,46742697,52590507,113.0635394,19889038,42.75914342,275342.5,55.20098236,0.267683527,25.08470329,498800,9968815,-0.721967135,505600,93.71029872,78.673,0.64938946,Spain_2012,2012,Spain,ESP,1.45375E+12,47063060,37.74,19.02,8.754,63.253,65.086,135.635,3.379,2.857,278.964,0.64,0.42,1,1.18,0.93,0.8
Advanced Economy,Spain,2013,9.7,8.6,1.32,85.4,79.5,82.37804878,0.039713826,46761264,50665099,108.3640175,19574626,41.86679108,269600,54.04971933,0.26517675,24.85966319,498800,9865691,-1.03985377,505600,93.74752205,78.902,0.330370601,Spain_2013,2013,Spain,ESP,1.42921E+12,46930556,37.19,19.57,7.642,49.191,59.063,130.195,3.834,2.801,252.726,0.53,0.33,0.9,1.12,1.04,0.72
Emerging and Developing Economies,Oman,1994,32.357,4.642,6.098,70.956,67.033,68.94665854,3.907519888,2043912,5616,0.274767211,147784,7.230448278,10720,3.46365105,0.014188478,0.093699515,309500,591835,-1.460969645,309500,6.603915994,71.044,6.181048048,Oman_1994,1994,Oman,OMN,29594624000,2148416,9.93,0.4,0.486,0,8.416,5.276,0.876,0,15.054,0.08,0,0.2,0.06,0.37,0.07
Emerging and Developing Economies,Oman,1995,30.74,4.414,5.72,71.496,67.548,69.47385366,3.146491908,2109246,6751,0.320066981,157840,7.483242827,10720,3.46365105,0.013748989,0.093699515,309500,597170,0.897395016,309500,6.815011309,71.688,4.048859574,Oman_1995,1995,Oman,OMN,32979269632,2204267,10.55,0.42,0.473,0,6.876,7.678,0.692,0,15.719,0.08,0,0.16,0.08,0.29,0.07
Emerging and Developing Economies,Oman,1996,29.306,4.209,5.346,72.024,68.05,69.98853659,2.127455382,2154600,8052,0.373712058,169939,7.887264457,10710,3.460420032,0.012995452,0.090468498,309500,610420,2.194541486,309500,6.961550889,71.669,2.100948407,Oman_1996,1996,Oman,OMN,36087418880,2236652,10.88,0.42,0.503,0,6.383,7.273,0.725,1.78E-15,14.884,0.08,0,0.15,0.08,0.31,0.06
Emerging and Developing Economies,Oman,1998,26.881,3.864,4.631,73.038,69.018,70.97897561,0.079242565,2177723,53000,2.433734685,200557,9.209481647,10700,3.457189015,0.013316661,0.093699515,309500,617842,0.149826836,309500,7.036261712,71.629,0.051299119,Oman_1998,1998,Oman,OMN,44532695040,2251859,11.1,0.47,0.523,0,8.839,5.363,1.575,0.001,16.301,0.08,0,0.2,0.05,0.68,0.07
Emerging and Developing Economies,Oman,2001,23.913,3.485,3.72,74.453,70.36,72.35658537,0.927787903,2192535,162000,7.388707592,221807,10.11646336,11730,3.789983845,0.014138885,0.100161551,309500,623360,0.998292892,309500,7.084119548,71.569,0.899793351,Oman_2001,2001,Oman,OMN,59346665472,2294959,13.51,0.51,0.519,0,12.134,5.251,2.202,0.001,20.107,0.07,0,0.25,0.05,0.81,0.08
Emerging and Developing Economies,Oman,2003,22.524,3.299,3.297,75.342,71.186,73.21331707,3.05180394,2308409,463000,20.05710427,227625,9.860687599,10734,3.468174475,0.013429163,0.100161551,309500,657227,3.122056743,309500,7.458510501,71.529,3.023854644,Oman_2003,2003,Oman,OMN,63766302720,2386164,13.53,0.52,0.909,0,16.818,11.12,3.18,0.001,32.028,0.11,0,0.33,0.1,1.1,0.12
Emerging and Developing Economies,Oman,2004,22.059,3.221,3.144,75.77,71.581,73.62441463,3.436697322,2389121,594000,24.86270055,236178,9.885560422,10730,3.466882068,0.012975483,0.100161551,309500,680684,3.506870626,309500,7.719292407,71.509,3.408752236,Oman_2004,2004,Oman,OMN,68446281728,2445524,13.22,0.55,0.933,0,15.37,7.504,3.785,0,27.592,0.1,0,0.29,0.07,1.22,0.1
Emerging and Developing Economies,Oman,2006,21.564,3.084,2.951,76.587,72.332,74.40760976,2.33946437,2522325,1333225,52.85698711,265237,10.51557591,17650,5.702746365,0.011100869,0.090468498,309500,696162,0.284677736,309500,8.149676898,72.4,3.13403279,Oman_2006,2006,Oman,OMN,84269957120,2580753,13.65,0.63,1.275,0,20.625,14.029,3.118,0,39.047,0.12,0,0.37,0.13,0.93,0.13
Emerging and Developing Economies,Oman,2011,21.787,2.842,2.901,78.238,73.958,76.04580488,5.107008134,2802768,4606133,164.3422859,283941,10.13073504,17704,5.720193861,0.011488643,0.104038772,309500,696180,2.968147919,309500,9.055793215,75.161,5.824031253,Oman_2011,2011,Oman,OMN,1.41399E+11,3251102,15.61,0.82,1.769,0,39.114,10.826,1.766,0.001,53.476,0.13,0,0.61,0.1,0.5,0.16
Emerging and Developing Economies,Oman,2012,21.655,2.804,2.899,78.501,74.249,76.32314634,7.622887765,3024774,4809248,158.9952836,287323,9.498990668,17705,5.720516963,0.010579303,0.103392569,309500,735292,5.465945164,309500,9.773098546,75.691,8.325601408,Oman_2012,2012,Oman,OMN,1.50612E+11,3498031,16.68,0.86,2.121,0,41.637,12.715,2.495,0,58.968,0.15,0,0.64,0.11,0.68,0.17
Emerging and Developing Economies,Tanzania,1992,43.683,15.086,6.148,51.712,48.651,50.14417073,3.290735081,26337403,0,0,76369,0.289964048,340030,38.38676902,0.341833248,10.16369384,885800,21278515,2.890507654,947300,29.7329002,19.208,4.991919155,Tanzania_1992,1992,Tanzania,TZA,23885627392,26961204,25.06,19.54,0.221,0.011,0,1.946,0,0,2.178,0.04,0,0,0.02,0,0.01
Emerging and Developing Economies,Tanzania,1994,42.984,15.269,6.013,50.941,48.2,49.53707317,3.325468235,28157055,0,0,85005,0.301895919,339000,38.27048995,0.316084193,10.04741477,885800,22563093,2.913254863,947300,31.78714721,19.867,5.005586438,Tanzania_1994,1994,Tanzania,TZA,25898516480,28792648,26.14,19.76,0.129,0.15,0,1.784,0,4.44E-16,2.063,0.02,0,0,0.02,0,0.01
Emerging and Developing Economies,Tanzania,1995,42.654,15.307,5.946,50.613,48.075,49.31304878,3.181702144,29067333,371,0.001276347,88315,0.303829044,339000,38.27048995,0.306185641,10.04741477,885800,23194860,2.761518411,947300,32.81478099,20.203,4.858803808,Tanzania_1995,1995,Tanzania,TZA,27505913856,29649128,28.31,20.93,0.243,0.114,0,2.077,0,4.44E-16,2.434,0.04,0,0,0.02,0,0.01
Emerging and Developing Economies,Tanzania,1998,41.922,15.107,5.78,50.135,48.276,49.18282927,2.583537352,31586039,20200,0.063952305,105095,0.332726114,340030,38.38676902,0.282023333,10.05644615,885800,24878112,2.141415019,947300,35.65820614,21.237,4.240547383,Tanzania_1998,1998,Tanzania,TZA,33434640384,31924202,27.78,18.68,0.316,0.121,0,2.045,0,0,2.481,0.05,0,0,0.02,0,0.01
Emerging and Developing Economies,Tanzania,2003,41.771,13.7,5.666,51.748,50.599,51.1594878,2.577439934,35806497,606859,1.694829293,161590,0.451286815,342000,38.60916685,0.240179876,9.708737864,885800,27555248,2.097800145,947300,40.42277828,23.044,4.196085935,Tanzania_2003,2003,Tanzania,TZA,50559131648,36337776,35.6,25.86,0.474,0.147,0,3.067,0,0,3.687,0.06,0,0,0.03,0,0.01
Emerging and Developing Economies,Tanzania,2007,41.799,11.684,5.616,55.587,54.215,54.88426829,2.838858656,39942347,5609000,14.04274015,152000,0.380548494,353600,39.91871754,0.242850026,10.95055317,885800,29765836,1.993032143,947300,45.0918345,25.478,5.354740085,Tanzania_2007,2007,Tanzania,TZA,72742379520,40681416,35.88,25.47,0.631,0.073,1.018,3.984,0.004,0,5.71,0.06,0,0.02,0.04,0,0.02
Emerging and Developing Economies,Tanzania,2009,41.391,10.588,5.543,57.993,56.244,57.09717073,2.957075425,42353790,13006793,30.709868,123809,0.292320947,369744,41.74125085,0.267407002,12.78584331,885800,31013139,2.066536417,947300,47.81416798,26.776,5.433714716,Tanzania_2009,2009,Tanzania,TZA,85283995648,43073828,38.91,27.2,0.747,0,1.242,3.778,0.004,8.88E-16,5.771,0.06,0,0.02,0.03,0,0.02
Emerging and Developing Economies,Tanzania,2010,41.056,10.071,5.49,59.186,57.214,58.17595122,2.991056867,43639752,17469486,40.03113033,172922,0.396248815,372000,41.99593588,0.263521204,12.98261459,885800,31665440,2.081491194,947300,49.26592007,27.439,5.436998456,Tanzania_2010,2010,Tanzania,TZA,93138952192,44346532,40.59,27.58,0.892,0,1.472,4.559,0.004,0,6.927,0.07,0,0.02,0.04,0,0.02
Emerging and Developing Economies,Tanzania,2011,40.643,9.597,5.428,60.307,58.11,59.18170732,3.010116932,44973330,20983853,46.65843734,174511,0.388032196,373000,42.10882818,0.257930645,13.09550689,885800,32329528,2.075512685,947300,50.77142696,28.114,5.440344601,Tanzania_2011,2011,Tanzania,TZA,1.03207E+11,45673520,41.4,27.25,0.921,0.216,1.626,4.984,0.004,0.001,7.752,0.07,0,0.03,0.04,0,0.02
Emerging and Developing Economies,Tanzania,2012,40.17,9.18,5.359,61.307,58.901,60.07465854,3.025103557,46354607,25666455,55.36980391,161063,0.347458452,373000,42.10882818,0.250244814,13.09550689,885800,33005407,2.069040434,947300,52.33078234,28.798,5.428932333,Tanzania_2012,2012,Tanzania,TZA,1.08489E+11,47053032,42.47,29.07,0.987,0.209,1.858,6.004,0.004,0,9.062,0.07,0,0.03,0.05,0,0.03
Emerging and Developing Economies,Tanzania,2013,39.664,8.823,5.287,62.172,59.584,60.84643902,3.035148402,47783107,27219283,56.96423843,176367,0.369099063,406500,45.89072025,0.303454524,16.36938361,885800,33690435,2.054257265,947300,53.94344886,29.493,5.419848802,Tanzania_2013,2013,Tanzania,TZA,1.16367E+11,48483132,43.46,28.99,0.913,0.227,1.868,6.897,0.004,0,9.909,0.06,0,0.03,0.06,0,0.03
Emerging and Developing Economies,Gabon,1992,36.744,10.893,5.343,62.974,59.894,61.39643902,2.692475548,972539,0,0,26288,2.703027848,51570,20.01397136,0.303329738,1.144875228,257670,287269,-1.675931065,267670,3.774358676,70.462,4.582064029,Gabon_1992,1992,Gabon,GAB,7946244608,1002573,6.35,0.36,0.047,0,0.198,1.037,3.635,0,4.917,0.01,0,0,0.01,1.53,0.02
Emerging and Developing Economies,Gabon,1993,36.401,10.818,5.259,62.969,59.93,61.41243902,2.666740826,998823,280,0.028032995,27630,2.766255883,51600,20.02561416,0.295347624,1.144875228,257670,282177,-1.78845254,267670,3.876365118,71.749,4.476907364,Gabon_1993,1993,Gabon,GAB,8684691456,1029769,6.54,0.36,0.054,0,0.205,1.081,3.635,0,4.975,0.01,0,0.01,0.01,1.56,0.02
Emerging and Developing Economies,Gabon,1994,36.029,10.77,5.17,62.894,59.898,61.35946341,2.641552299,1025559,1200,0.117009358,29834,2.909047651,51600,20.02561416,0.287648005,1.144875228,257670,276911,-1.88383787,267670,3.980125742,72.999,4.368691828,Gabon_1994,1994,Gabon,GAB,9485824000,1057252,7.33,0.36,0.051,0,0.194,0.707,3.422,0.001,4.375,0.01,0,0,0.01,1.44,0.02
Emerging and Developing Economies,Gabon,1995,35.639,10.744,5.078,62.764,59.815,61.25353659,2.61888557,1052772,2581,0.245162295,31398,2.982412146,51600,20.02561416,0.28021262,1.144875228,257670,271468,-1.985188621,267670,4.085737571,74.214,4.269540556,Gabon_1995,1995,Gabon,GAB,10240901120,1084951,7.92,0.35,0.063,0,0.257,0.862,3.425,0,4.606,0.01,0,0.01,0.01,1.46,0.02
Emerging and Developing Economies,Gabon,1996,35.248,10.742,4.987,62.577,59.683,61.09470732,2.597592481,1080477,4000,0.370206862,32000,2.961654899,51600,20.02561416,0.300793076,1.261303217,257670,266251,-1.940479582,267670,4.193258819,75.358,4.127365008,Gabon_1996,1996,Gabon,GAB,11022736384,1112944,8.31,0.31,0.075,0,0.242,1.015,3.422,0,4.754,0.01,0,0.01,0.01,1.44,0.02
Emerging and Developing Economies,Gabon,1997,34.871,10.768,4.898,62.323,59.497,60.87553659,2.578374358,1108698,6800,0.613332035,35000,3.15685606,51600,20.02561416,0.293136634,1.261303217,257670,261309,-1.873585778,267670,4.302782629,76.431,3.992188848,Gabon_1997,1997,Gabon,GAB,12163996672,1141332,8.3,0.32,0.081,0,0.249,1.022,3.422,0.001,4.775,0.01,0,0.01,0.01,1.41,0.02
Emerging and Developing Economies,Gabon,1999,34.212,10.906,4.735,61.642,58.999,60.28826829,2.527373767,1166525,9694,0.831015195,38698,3.317374253,51600,20.02561416,0.278605259,1.261303217,257670,252214,-1.737301186,267670,4.52720534,78.379,3.736516836,Gabon_1999,1999,Gabon,GAB,12170608640,1199058,7.84,0.34,0.073,0,0.231,1.06,3.425,0,4.788,0.01,0,0,0.01,1.53,0.02
Emerging and Developing Economies,Gabon,2003,33.431,11.135,4.494,60.56,58.34,59.42292683,2.363236733,1285318,279289,21.72917519,32075,2.495491388,51600,20.02561416,0.252855714,1.261303217,257670,236948,-1.442189668,267670,4.988233011,81.565,3.243762372,Gabon_2003,2003,Gabon,GAB,14717086720,1319946,7.49,0.42,0.104,0,0.271,1.159,3.08,0,4.614,0.01,0,0.01,0.01,1.07,0.02
Emerging and Developing Economies,Gabon,2004,33.323,11.079,4.449,60.585,58.436,59.48429268,2.345388688,1315820,300000,22.79947105,38415,2.919472268,51600,20.02561416,0.24699427,1.261303217,257670,233821,-1.328484242,267670,5.106609229,82.23,3.157367918,Gabon_2004,2004,Gabon,GAB,15597621248,1353788,7.36,0.52,0.103,0,0.267,1.212,3.075,0.001,4.658,0.01,0,0.01,0.01,0.99,0.02
Emerging and Developing Economies,Gabon,2006,33.15,10.788,4.37,61.074,58.995,60.00914634,2.372305091,1379465,736690,53.40403707,39128,2.836461962,51600,20.02561416,0.235598584,1.261303217,257670,228702,-1.03095042,267670,5.353611208,83.421,3.062684676,Gabon_2006,2006,Gabon,GAB,17083860992,1430144,6.43,0.54,0.102,0,0.289,1.444,2.308,0,4.143,0.01,0,0.01,0.01,0.69,0.01
Emerging and Developing Economies,Gabon,2007,33.076,10.573,4.335,61.492,59.421,60.4312439,2.395354128,1412907,897987,63.55598776,36476,2.581627807,51600,20.02561416,0.230022217,1.261303217,257670,226743,-0.860262856,267670,5.483397369,83.952,3.029937032,Gabon_2007,2007,Gabon,GAB,19294894080,1472565,6.18,0.54,0.089,0,0.311,1.576,2.114,0,4.09,0.01,0,0.01,0.01,0.61,0.01
Emerging and Developing Economies,Gabon,2008,33.005,10.336,4.304,61.965,59.893,60.90373171,2.411126856,1447388,1169000,80.76618018,26497,1.830677054,51600,20.02561416,0.224542417,1.261303217,257670,225170,-0.696154504,267670,5.617215819,84.443,2.994266996,Gabon_2008,2008,Gabon,GAB,19821185024,1518538,6.45,0.61,0.088,0,0.348,1.612,2.114,0.001,4.163,0.01,0,0.01,0.01,0.58,0.01
Emerging and Developing Economies,Gabon,2010,32.826,9.865,4.246,62.915,60.841,61.85270732,2.419306816,1519155,1450000,95.44779828,36460,2.400018431,51600,20.02561416,0.21393472,1.261303217,257670,223118,-0.380686993,267670,5.895738736,85.313,2.909347628,Gabon_2010,2010,Gabon,GAB,23885381632,1624146,6.45,0.59,0.086,0,0.619,1.964,2.114,8.88E-16,4.783,0.01,0,0.01,0.02,0.58,0.01
Emerging and Developing Economies,Gabon,2012,32.487,9.446,4.178,63.75,61.687,62.69334146,2.400682103,1594034,2370227,148.6936289,22499,1.411450446,51600,20.02561416,0.203885237,1.261303217,257670,222416,-0.076404155,267670,6.186339116,86.047,2.808201819,Gabon_2012,2012,Gabon,GAB,29020540928,1749677,6.07,0.55,0.076,0,0.714,2.312,1.931,0.001,5.034,0.01,0,0.01,0.02,0.53,0.01
Advanced Economy,New Zealand,1992,17.4,8,2.16,78.9,73.3,76.03170732,0.982479057,3495100,72300,2.098081692,1493000,43.32553203,161190,61.21681668,0.674086578,8.947628271,263310,526607,3.585302069,267710,13.2737078,84.933,5.070105508,New Zealand_1992,1992,New Zealand,NZL,73699155968,3503194,32.15,14.61,0.477,4.922,8.443,13.303,0.54,0.59,28.275,0.09,0.06,0.21,0.14,0.23,0.13
Advanced Economy,New Zealand,1993,17.28,7.85,2.12,79.3,73.1,76.12439024,1.041735384,3531700,100200,2.860303301,1534000,43.78947368,159600,60.61296571,0.587535748,7.880445103,263310,528554,0.369043626,267710,13.41270746,85.034,1.160598924,New Zealand_1993,1993,New Zealand,NZL,77452075008,3564473,32.12,14.51,0.489,4.889,8.182,13.173,0.518,0.612,27.863,0.09,0.06,0.2,0.14,0.22,0.12
Emerging and Developing Economies,Albania,1992,24.687,5.808,2.917,74.967,69.015,71.91841463,-0.602809679,3266790,0,0,41500,1.199504128,11270,41.13138686,0.176932095,21.09489051,27400,2067878,-1.031569348,28750,119.2259124,36.7,0.141060582,Albania_1992,1992,Albania,ALB,8745680896,3245887,3.42,1.11,0.081,0.8,0.198,1.416,0,4.44E-16,2.495,0.02,0.01,0.01,0.02,0,0.01
Emerging and Developing Economies,Albania,1994,23.594,5.984,2.819,74.987,69.03,71.93585366,-0.610165793,3227287,0,0,43000,1.258310703,11260,41.09489051,0.178787942,21.05839416,27400,2007405,-1.490477174,28750,117.7841971,37.799,0.85553496,Albania_1994,1994,Albania,ALB,10596127744,3146518,4.09,1.37,0.04,0.169,0.099,1.605,0,0,1.913,0.01,0,0,0.02,0,0.01
Emerging and Developing Economies,Albania,1995,23.049,6.034,2.772,75.089,69.14,72.04195122,-0.613880507,3207536,0,0,41500,1.226226352,11260,41.09489051,0.179888862,21.05839416,27400,1977318,-1.510146215,28750,117.0633577,38.354,0.84372567,Albania_1995,1995,Albania,ALB,11600734208,3112923,4.09,1.34,0.081,0.161,0.051,1.773,0,0,2.066,0.01,0,0,0.02,0,0.01
Emerging and Developing Economies,Albania,1996,22.49,6.047,2.723,75.28,69.337,72.23602439,-0.617703658,3187784,0,0,42150,1.255264517,11270,41.13138686,0.181003481,21.05839416,27400,1947385,-1.525393407,28750,116.3424818,38.911,0.82417126,Albania_1996,1996,Albania,ALB,12727380992,3098699,3.92,1.19,0.081,0.114,0.044,1.755,0,0,1.993,0.01,0,0,0.02,0,0.01
Emerging and Developing Economies,Albania,1999,20.539,5.886,2.543,76.41,70.39,73.32658537,-0.629334393,3128530,5600,0.168397958,115675,3.478470321,11390,41.56934307,0.184431666,21.05839416,27400,1858316,-1.577691905,28750,114.179927,40.601,0.774515179,Albania_1999,1999,Albania,ALB,14151858176,3122700,3.62,1.13,0.044,0.11,0.029,2.792,0,4.44E-16,2.975,0.01,0,0,0.03,0,0.01
Emerging and Developing Economies,Albania,2000,19.77,5.802,2.467,76.906,70.829,73.79339024,-0.633352274,3108778,11008,0.331772024,140392,4.231298869,11450,41.78832117,0.185603475,21.05839416,27400,1828925,-1.594233873,28750,113.4590511,41.169,0.755983737,Albania_2000,2000,Albania,ALB,15214264320,3129246,3.71,1.21,0.073,0.07,0.022,2.84,0,0,3.004,0.01,0,0,0.03,0,0.01
Emerging and Developing Economies,Albania,2001,18.938,5.727,2.383,77.419,71.275,74.27207317,-0.637356834,3089027,29791,0.901406013,152687,4.61995166,11440,41.75182482,0.187113936,21.09489051,27400,1799636,-1.614394032,28750,112.7382117,41.741,0.742478629,Albania_2001,2001,Albania,ALB,16563844096,3129701,3.61,1.14,0,0.081,0.015,3.125,0,0,3.221,0,0,0,0.03,0,0.01
Emerging and Developing Economies,Albania,2002,18.046,5.677,2.291,77.917,71.703,74.73421951,-0.809867621,3064111,392650,11.94887288,197496,6.010071562,11390,41.56934307,0.188635464,21.09489051,27400,1763855,-2.008266757,28750,111.8288686,42.435,0.839115428,Albania_2002,2002,Albania,ALB,17408065536,3126183,3.56,1.29,0,0.084,0.026,3.638,0,4.44E-16,3.748,0,0,0,0.04,0,0.01
Emerging and Developing Economies,Albania,2003,17.118,5.663,2.195,78.373,72.096,75.15795122,-0.414812832,3051427,851000,26.07553141,220000,6.741030446,11400,41.60583942,0.189419573,21.09489051,27400,1724026,-2.283950133,28750,111.3659489,43.501,2.066172692,Albania_2003,2003,Albania,ALB,18465497088,3118017,3.57,1.3,0.231,0.084,0.026,3.891,0,8.88E-16,4.232,0.03,0,0,0.04,0,0.02
