Country_Year,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Pakistan_2011,264000.0,34.2465753424658,0.118672147608839,26.6552511415525,770880.0,109780123,1.15609376420065,796100.0,131.57,54.51,11.031,17.166,65.959,60.504,0.0,0.0,154.66,0.82,0.12,1.03,0.53,0.0,0.45
Pakistan_2013,270400.0,35.076795350768,0.118246187065602,27.4815794935658,770880.0,112104065,1.01454301424833,796100.0,139.56,56.51,12.028,13.659,63.721,61.042,0.0,0.001,150.451,0.84,0.09,0.97,0.53,0.0,0.43
Nigeria_1992,639294.0,70.1926940940084,0.305856001587515,32.9391613689515,910770.0,68487131,1.84054955313555,923770.0,138.61,21.93,1.432,0.139,9.592,35.102,0.0,0.0,46.265,0.27,0.0,0.24,0.38,0.0,0.2
Nigeria_1993,644470.5,70.7610593234296,0.299227847014286,33.0489585735147,910770.0,69733560,1.80358349898645,923770.0,140.24,22.53,1.308,0.022,10.478,33.006,0.0,0.0,44.814,0.24,0.0,0.26,0.36,0.0,0.2
Nigeria_1995,662158.0,72.7030973791407,0.293136457593046,34.0371334145833,910770.0,72238677,1.75471157411845,923770.0,138.83,23.11,1.06,0.051,10.066,22.239,0.0,0.001,33.417,0.17,0.0,0.24,0.24,0.0,0.14
Nigeria_1996,684000.0,75.1012879212095,0.303436038685125,36.1232803012835,910770.0,73506611,1.73997527646223,923770.0,146.6,26.42,1.035,0.022,10.201,25.531,0.0,7.11e-15,36.789,0.16,0.0,0.23,0.27,0.0,0.15
Nigeria_1998,688000.0,75.5404767394622,0.291280498110006,36.452671914973,910770.0,76084723,1.72025133673094,923770.0,128.94,28.71,1.095,0.033,11.029,25.589,0.0,7.11e-15,37.746,0.17,0.0,0.25,0.26,0.0,0.16
Nigeria_1999,696500.0,76.4737529782492,0.290928081200697,37.3310495514784,910770.0,77397754,1.71102663863884,923770.0,118.49,28.56,1.012,0.044,11.608,26.923,0.0,7.11e-15,39.587,0.15,0.0,0.25,0.27,0.0,0.16
Nigeria_2000,709000.0,77.8462180352888,0.292075845454425,38.4290215971101,910770.0,78724757,1.69999182013427,923770.0,118.44,29.25,1.011,0.007,13.179,31.54,33.086,0.0,78.823,0.14,0.0,0.28,0.31,12.27,0.31
Nigeria_2003,738000.0,81.0303369676208,0.247630790477491,35.135105460215,910770.0,82047309,1.21030555261698,923770.0,115.07,28.37,0.919,0.062,20.097,34.203,44.726,0.001,100.008,0.11,0.0,0.39,0.32,15.51,0.37
Nigeria_2006,765000.0,83.9948614908265,0.250741674171066,38.4290215971101,910770.0,85044100,1.19815847193186,923770.0,117.14,30.4,1.296,0.022,21.618,31.979,42.894,0.0,97.809,0.12,0.0,0.39,0.29,12.86,0.32
Nigeria_2007,780000.0,85.641819559274,0.258172720885585,40.6249656883736,910770.0,86070635,1.19983508726459,923770.0,115.45,29.85,1.82,0.062,22.233,27.26,42.894,0.001,94.27,0.16,0.0,0.39,0.24,12.31,0.3
Nigeria_2008,780000.0,85.641819559274,0.254777324516462,41.1739517111894,910770.0,87106947,1.19683432257234,923770.0,114.32,30.59,3.846,0.084,20.654,33.5,36.688,0.0,94.772,0.34,0.0,0.35,0.3,10.12,0.3
Nigeria_2009,770000.0,84.5438475136423,0.244695918366267,40.6249656883736,910770.0,88151286,1.19178579309038,923770.0,110.69,29.92,3.851,0.092,18.053,27.253,25.637,0.0,74.885,0.33,0.0,0.31,0.25,6.98,0.24
Nigeria_2011,762000.0,83.6654698771369,0.225411686268509,39.5269936427419,910770.0,90266837,1.18066928653852,923770.0,122.94,33.31,4.59,0.084,28.003,69.442,27.45,0.0,129.569,0.34,0.0,0.44,0.61,7.75,0.38
Nigeria_2012,762000.0,83.6654698771369,0.219254270547894,39.5269936427419,910770.0,91353660,1.19682083331458,923770.0,123.87,34.45,6.118,0.128,28.872,55.858,25.355,1.42e-14,116.331,0.44,0.0,0.44,0.49,6.96,0.33
Nigeria_2013,720000.0,79.0539872854837,0.207304491016063,38.4290215971101,910770.0,92463506,1.20756892384672,923770.0,122.65,35.52,7.785,0.117,28.63,62.268,23.299,0.0,122.098,0.54,0.0,0.44,0.54,6.3,0.35
Ecuador_1993,79530.0,28.7277850021673,0.154083234007991,5.89871405866204,276840.0,4639242,1.09265549671493,283560.0,20.6,4.1,0.947,0.0,0.535,21.119,1.488,0.0,24.089,0.17,0.0,0.01,0.23,0.64,0.11
Ecuador_1994,79750.0,28.8072532870972,0.144790757975465,5.66753359341136,276840.0,4687795,1.04113318254812,283560.0,21.9,4.21,0.976,0.0,0.484,10.648,1.433,0.0,13.54,0.16,0.0,0.01,0.12,0.6,0.06
Ecuador_1995,81290.0,29.3635312816067,0.146359688731496,5.85536772142754,276840.0,4734314,0.987451492859929,283560.0,22.2,4.28,1.179,0.0,0.465,19.558,1.484,0.0,22.686,0.19,0.0,0.01,0.21,0.63,0.1
Ecuador_1996,81080.0,29.2876751914463,0.13909754502554,5.68559456725907,276840.0,4779115,0.941854533988856,283560.0,22.9,4.55,1.363,0.0,0.495,20.863,1.304,0.0,24.025,0.21,0.0,0.01,0.22,0.55,0.1
Ecuador_1997,79870.0,28.8505996243317,0.139048109694163,5.80479699465395,276840.0,4821990,0.893132301041055,283560.0,23.4,4.91,1.304,0.0,0.451,15.253,1.198,0.0,18.206,0.2,0.0,0.01,0.16,0.49,0.07
Ecuador_1999,80270.0,32.3200193267837,0.133029364280735,6.45031406023514,248360.0,4902363,0.804596862812538,256370.0,22.7,4.37,1.033,0.0,0.432,18.478,1.422,0.0,21.364,0.15,0.0,0.01,0.18,0.63,0.09
Ecuador_2000,80750.0,32.5132871637945,0.131032852214882,6.48252536640361,248360.0,4939863,0.762026424990844,256370.0,21.84,4.1,1.256,0.0,0.473,17.324,1.509,0.0,20.562,0.18,0.0,0.01,0.17,0.56,0.08
Ecuador_2004,72500.0,29.1914962151715,0.0978176940235422,5.23031083910453,248360.0,5137160,1.38815367811746,256370.0,26.74,4.98,1.493,0.0,1.136,24.659,1.499,0.0,28.786,0.16,0.0,0.02,0.22,0.48,0.1
Ecuador_2005,75270.0,30.3068126912546,0.0943891943664212,5.14172974714125,248360.0,5206806,1.3466218365058,256370.0,26.65,4.78,1.57,0.0,0.894,26.007,1.499,0.0,29.97,0.16,0.0,0.02,0.23,0.45,0.1
Ecuador_2008,74120.0,29.8437751650829,0.0837515244354359,4.81156385891448,248360.0,5407152,1.21274613235754,256370.0,26.76,4.98,2.222,0.0,0.931,24.915,1.506,0.0,29.573,0.2,0.0,0.02,0.22,0.42,0.09
Ecuador_2009,74450.0,29.9766468030279,0.085168533782347,4.97664680302786,248360.0,5471176,1.17710624741115,256370.0,27.18,5.22,2.11,0.0,1.099,27.975,1.319,0.0,32.503,0.18,0.0,0.02,0.25,0.36,0.1
Ecuador_2010,75344.0,30.3366081494605,0.0812798547940883,4.82928007730713,248360.0,5534397,1.14890329505409,256370.0,27.69,5.5,2.088,0.0,1.158,30.335,1.246,0.0,34.826,0.17,0.0,0.02,0.27,0.34,0.1
Ecuador_2012,73460.7,29.5783137381221,0.0758010979713942,4.65332581736189,248360.0,5658731,1.0986789095109,256370.0,27.84,5.45,2.353,0.0,1.4,32.152,1.249,0.0,37.154,0.17,0.0,0.02,0.28,0.34,0.11
Ecuador_2013,75069.0,30.2258817845064,0.0740950451141292,4.62191979384764,248360.0,5718504,1.05075705926117,256370.0,28.27,5.4,2.612,0.0,1.59,33.962,1.198,0.0,39.362,0.18,0.0,0.02,0.29,0.32,0.11
Australia_1992,4629740.0,60.2650247972612,2.64406387410322,5.9487393098421,7682300.0,2523464,1.27456152353788,7741220.0,138.9,78.2,2.942,151.004,34.186,88.475,7.35,2.375,286.332,0.55,1.79,0.86,0.96,3.1,1.27
Australia_1993,4661780.0,60.6820873957018,2.69791368962561,6.14399333532926,7682300.0,2525228,0.0698794884608654,7741220.0,137.46,77.92,3.03,151.373,35.973,91.155,7.197,2.597,291.325,0.55,1.77,0.88,0.99,3.08,1.28
Australia_1994,4602860.0,59.9151295835882,2.62070526971189,6.02684092003697,7682300.0,2517901,-0.290573774945867,7741220.0,138.45,77.71,3.56,154.669,37.837,93.923,7.03,3.065,300.084,0.6,1.8,0.92,1.02,2.97,1.31
Australia_1998,4622000.0,60.1642737201099,2.15321056326619,5.18998216679901,7682300.0,2499054,-0.505551716230878,7741220.0,136.0,75.55,3.524,180.054,44.09,100.518,6.996,3.515,338.697,0.54,2.06,0.98,1.02,3.02,1.4
Australia_2001,4555000.0,59.2921390729339,2.46979585443534,6.15753094776304,7682300.0,2458288,-0.491936084883757,7741220.0,167.17,109.86,3.574,191.835,49.769,103.536,8.248,3.493,360.455,0.48,2.12,1.04,1.0,3.03,1.42
Australia_2002,4557000.0,59.3181729429988,2.56565188275898,6.48334483162594,7682300.0,2450309,-0.325103365692849,7741220.0,161.55,103.77,3.541,194.077,51.353,106.127,8.131,3.884,367.113,0.45,2.05,1.04,1.02,2.83,1.41
Australia_2003,4470000.0,58.1856995951733,2.43234578706861,6.2219647761738,7682300.0,2448368,-0.0792458903323322,7741220.0,123.59,65.19,3.622,197.462,50.233,110.743,7.236,3.937,373.233,0.43,1.93,0.99,1.04,2.51,1.36
Australia_2004,4395000.0,57.2094294677375,2.3643656322567,6.1231662392773,7682300.0,2448129,-0.009762080940303,7741220.0,140.73,85.42,3.591,204.293,53.059,114.938,6.93,3.955,386.766,0.4,1.87,1.01,1.04,2.23,1.35
Australia_2006,4451490.0,57.9447561277222,2.4222841116363,6.43062624474441,7682300.0,2447376,0.0693227327837636,7741220.0,142.45,84.75,3.937,206.942,56.509,118.868,7.137,3.902,397.295,0.38,1.69,1.02,1.06,2.14,1.3
Australia_2007,4349250.0,56.6139046900017,2.30530633542533,6.21103055074652,7682300.0,2452701,0.217343608934994,7741220.0,137.7,77.96,3.994,204.714,61.4,120.161,7.549,4.108,401.926,0.36,1.6,1.08,1.07,2.17,1.28
Australia_2008,4254490.0,55.3804199263241,2.11930323224952,5.74567512333546,7682300.0,2437246,-0.632115295369021,7741220.0,120.7,61.63,3.915,207.416,62.615,123.968,7.583,4.156,409.653,0.34,1.57,1.07,1.11,2.09,1.28
Australia_2009,4172880.0,54.3181078583237,2.0696779172863,5.72471785793317,7682300.0,2455345,0.739856757277399,7741220.0,125.88,66.88,3.775,203.142,62.222,120.643,7.854,3.685,401.321,0.32,1.55,1.08,1.1,2.14,1.27
Australia_2010,4090290.0,53.2430391939914,2.17184453039642,6.13240826315036,7682300.0,2475023,0.798240800206509,7741220.0,115.16,54.38,3.544,200.253,64.172,124.384,8.179,4.001,404.533,0.28,1.43,1.03,1.1,2.23,1.21
Australia_2013,4054740.0,52.7802871535868,2.07327967470373,6.13266860185101,7682300.0,2496220,0.43741519433632,7741220.0,127.03,64.44,3.255,174.256,68.821,134.566,8.743,3.53,393.171,0.23,1.16,1.05,1.16,2.36,1.11
Algeria_1992,386220.0,16.2158757882892,0.2699520701215,3.04819165819947,2381740.0,12674714,0.807673436245311,2381740.0,54.14,4.87,2.998,2.378,31.932,28.678,13.898,0.0,79.883,0.56,0.03,0.81,0.31,5.86,0.35
Algeria_1994,388620.0,16.316642454676,0.26753028316374,3.16281374121441,2381740.0,12828866,0.533431387995439,2381740.0,58.29,4.37,2.821,2.286,37.386,30.45,13.204,1.42e-14,86.147,0.48,0.03,0.91,0.33,5.57,0.38
Algeria_1996,396490.0,16.6470731482026,0.256485800684779,3.15693568567518,2381740.0,12899683,0.185556450079417,2381740.0,65.7,4.38,3.006,1.407,50.567,27.407,14.4,0.0,96.786,0.47,0.02,1.15,0.29,6.07,0.4
Algeria_1998,396900.0,16.6642874537103,0.252096968950815,3.21193749107795,2381740.0,12883471,-0.135112928724033,2381740.0,68.78,4.82,3.446,2.11,54.641,33.09,13.333,0.001,106.621,0.53,0.02,1.22,0.34,5.76,0.44
Algeria_1999,398260.0,16.7213885646628,0.248568847259943,3.21655596328734,2381740.0,12848115,-0.274806397478035,2381740.0,71.37,4.76,3.435,2.173,50.92,22.188,12.952,0.0,91.668,0.5,0.02,1.1,0.22,5.78,0.37
Algeria_2001,400210.0,16.8032614811021,0.241555267873663,3.21697582439729,2381740.0,12713472,-0.571793223925353,2381740.0,72.28,7.64,3.766,2.096,41.029,28.458,8.431,0.0,83.78,0.5,0.02,0.86,0.27,3.1,0.33
Algeria_2003,398550.0,16.7335645368512,0.231695125686547,3.16869179675363,2381740.0,12540270,-0.722250257800687,2381740.0,80.52,7.74,4.032,2.788,44.027,31.943,8.259,0.0,91.048,0.48,0.03,0.86,0.3,2.86,0.33
Algeria_2004,399057.0,16.7548514951254,0.227361134029596,3.15051181069302,2381740.0,12447578,-0.741900024035699,2381740.0,81.19,8.4,4.897,1.924,41.209,32.818,7.006,0.0,87.853,0.54,0.02,0.78,0.3,2.25,0.31
Algeria_2005,411450.0,17.27518536868,0.223930030308106,3.14601929681661,2381740.0,12360286,-0.70374749126907,2381740.0,84.3,7.8,5.662,2.363,61.211,31.052,6.185,0.0,106.473,0.59,0.02,1.13,0.28,1.86,0.36
Algeria_2008,412520.0,17.3201105074441,0.212809950969374,3.13594263017794,2381740.0,12161827,-0.460562502157822,2381740.0,85.58,7.92,7.583,3.008,51.551,37.363,9.527,0.0,109.032,0.67,0.02,0.88,0.33,2.63,0.34
Algeria_2009,413090.0,17.344042590711,0.20962689910872,3.14433985237683,2381740.0,12111975,-0.410747933837014,2381740.0,82.34,8.48,8.22,1.594,54.894,44.891,10.585,0.001,120.185,0.7,0.01,0.95,0.41,2.88,0.38
Algeria_2011,413730.0,17.3709137017475,0.202413092150031,3.14979804680612,2381740.0,12035780,-0.294287787899596,2381740.0,81.33,9.4,8.187,1.048,56.721,46.92,6.932,1.42e-14,119.808,0.61,0.01,0.89,0.41,1.96,0.35
Algeria_2013,414320.0,17.3956855072342,0.196067196087076,3.16785207453374,2381740.0,11979355,-0.215705358919036,2381740.0,85.52,10.92,7.298,0.725,65.45,51.919,7.042,0.001,132.435,0.51,0.0,1.0,0.45,1.9,0.38
Chile_1992,157890.0,21.23513177644,0.19953218063927,3.61114249285841,743532.0,2234044,1.05684237187628,756096.0,10.5,4.94,0.849,7.456,2.612,20.819,0.242,3.55e-15,31.978,0.16,0.09,0.07,0.23,0.1,0.14
Chile_1994,154770.0,20.8155129839738,0.165062158368257,3.09872339051984,743532.0,2247857,-0.21956812886361,756096.0,11.21,5.45,0.935,9.362,2.631,24.234,0.355,0.0,37.517,0.16,0.11,0.06,0.26,0.15,0.16
Chile_1995,154500.0,20.7791998192411,0.160228363433409,3.06106529376005,743532.0,2241080,-0.301942537789467,756096.0,11.47,5.75,0.992,10.311,2.616,26.838,0.315,7.11e-15,41.072,0.16,0.12,0.06,0.29,0.13,0.18
Chile_1996,153300.0,20.6178079759849,0.146813357217743,2.85125589752694,743532.0,2231718,-0.418620007961379,756096.0,11.73,5.99,0.961,14.415,2.682,29.259,0.293,0.001,47.611,0.15,0.16,0.06,0.3,0.12,0.2
Chile_1998,152220.0,20.4725553170543,0.133266471487094,2.66565527778226,743532.0,2205288,-0.652700374604353,756096.0,12.42,6.3,1.131,17.77,6.441,31.21,0.234,0.001,56.787,0.17,0.2,0.14,0.32,0.1,0.23
Chile_1999,152190.0,20.4685205209729,0.131299515558528,2.66162048170085,743532.0,2188966,-0.742882640105772,756096.0,12.55,6.57,0.951,18.518,9.032,32.155,0.234,0.0,60.89,0.14,0.21,0.2,0.32,0.1,0.25
Chile_2000,150600.0,20.2546763286583,0.117912662876692,2.42087764884363,743532.0,2171065,-0.821145564589407,756096.0,12.46,6.61,1.01,14.242,11.919,30.627,0.297,0.001,58.096,0.14,0.16,0.25,0.3,0.11,0.23
Chile_2003,155650.0,20.9338670023617,0.104301507972238,2.21913784477333,743532.0,2112223,-0.96619018072203,756096.0,11.95,6.37,1.113,9.244,14.737,29.587,0.183,0.0,54.864,0.13,0.09,0.29,0.28,0.06,0.2
Chile_2004,154250.0,20.7455765185628,0.0937754483122858,2.01739804070302,743532.0,2091912,-0.966246708294053,756096.0,11.95,6.9,1.194,10.281,16.048,31.324,0.18,0.0,59.026,0.13,0.09,0.3,0.28,0.06,0.21
Chile_2006,158850.0,21.364245251045,0.0887515165032833,1.95015143934626,743532.0,2051531,-0.975277231854577,756096.0,11.58,6.8,1.236,12.538,14.334,35.735,0.106,0.0,63.949,0.12,0.1,0.26,0.32,0.03,0.21
Chile_2007,158000.0,21.2499260287385,0.0817957251736341,1.81565823663272,743532.0,2031873,-0.962831591737374,756096.0,11.26,7.32,1.316,13.007,8.764,47.225,0.37,0.001,70.683,0.12,0.1,0.15,0.42,0.11,0.22
Chile_2009,157760.0,21.2176476600873,0.0774752388186119,1.75379136338449,743532.0,1993654,-0.945927633451639,756096.0,11.82,8.01,1.081,13.431,6.379,44.929,0.081,0.0,65.901,0.09,0.1,0.11,0.41,0.02,0.21
Chile_2010,157860.0,21.2310969803586,0.0773317418139143,1.76724068365585,743532.0,1975288,-0.925492541474055,756096.0,12.31,8.24,1.046,16.525,10.227,43.461,0.051,0.001,71.311,0.08,0.12,0.16,0.38,0.01,0.21
Chile_2012,157890.0,21.23513177644,0.0760900066782414,1.77127547973725,743532.0,1940277,-0.888235678469266,756096.0,12.68,7.74,1.128,23.476,9.809,45.165,0.106,1.42e-14,79.684,0.08,0.16,0.15,0.39,0.03,0.23
Thailand_1992,215160.0,42.1147409422772,0.306202797815709,34.2735226761142,510890.0,40261767,0.817859984093734,513120.0,59.3,16.66,9.267,16.686,14.803,65.208,0.0,0.0,105.964,1.73,0.2,0.37,0.71,0.0,0.47
Denmark_1992,27700.0,65.3456003774475,0.494344719688307,60.1085161594716,42390.0,779794,0.0746629617893172,43090.0,9.69,6.7,1.193,27.133,5.167,23.605,0.677,0.605,58.38,0.22,0.32,0.13,0.26,0.29,0.26
Denmark_2000,26440.0,62.3144001885458,0.431057242109294,54.0655196794721,42430.0,793693,0.156732432630987,43090.0,9.93,6.44,1.385,15.657,10.64,25.35,0.724,0.536,54.292,0.19,0.17,0.22,0.25,0.27,0.22
Denmark_2003,26650.0,62.8093330190903,0.423368529097565,53.6412915390054,42430.0,792950,-0.356134116020064,43090.0,9.92,6.25,1.33,22.573,11.214,24.376,0.67,0.463,60.626,0.16,0.22,0.22,0.23,0.23,0.22
Denmark_2004,26580.0,62.6443554089088,0.420363397293127,53.4056092387462,42430.0,789180,-0.476573623586763,43090.0,9.86,5.54,1.459,17.281,11.154,24.048,0.752,0.382,55.076,0.16,0.16,0.21,0.22,0.24,0.19
Denmark_2006,27070.0,63.7991986801791,0.430303397108775,54.9611124204572,42430.0,766524,-1.75420067622539,43090.0,9.55,5.38,1.395,22.004,10.882,24.173,0.531,0.444,59.429,0.13,0.18,0.2,0.22,0.16,0.19
Denmark_2007,27100.0,63.8699033702569,0.431650283450966,55.3146358708461,42430.0,755890,-1.39701460287901,43090.0,9.48,5.35,1.407,18.42,9.738,24.117,0.544,0.43,54.656,0.13,0.14,0.17,0.21,0.16,0.17
Denmark_2008,26630.0,62.7621965590384,0.422233118823284,54.3483384397832,42430.0,748599,-0.969240330493392,43090.0,9.23,5.36,1.155,16.137,9.826,23.277,0.387,0.438,51.22,0.1,0.12,0.17,0.21,0.11,0.16
Denmark_2009,26680.0,62.880037709168,0.437234385116847,56.610888522272,42430.0,742353,-0.837858836427194,43090.0,8.88,5.07,0.764,15.786,9.412,22.258,0.261,0.335,48.816,0.07,0.12,0.16,0.2,0.07,0.15
Denmark_2010,26340.0,62.0787178882866,0.440151762734481,57.2943671930238,42430.0,737112,-0.708502319928255,43090.0,9.05,4.98,0.672,15.351,10.569,21.912,0.353,0.314,49.171,0.05,0.11,0.17,0.19,0.1,0.15
Denmark_2012,26900.0,63.3985387697384,0.448607432055451,58.8970068347867,42430.0,726570,-0.822679883294614,43090.0,8.56,5.0,0.871,10.079,8.414,19.92,0.217,0.339,39.84,0.06,0.07,0.13,0.17,0.06,0.11
Philippines_1993,111150.0,37.2773920917597,0.0836198782189941,18.2278565918771,298170.0,33492700,2.4829630937118,300000.0,45.67,9.21,3.455,4.192,0.0,41.282,0.0,7.11e-15,48.929,0.62,0.05,0.0,0.45,0.0,0.21
Philippines_1994,110650.0,37.1097025186974,0.080956644447062,18.0601670188148,298170.0,34316164,2.42889921737553,300000.0,48.96,9.41,4.138,4.181,0.011,45.793,0.0,0.0,54.122,0.7,0.05,0.0,0.5,0.0,0.24
Philippines_1996,110150.0,36.942012945635,0.0759267746382276,17.7247878726901,298170.0,35993541,2.3764902911178,300000.0,52.51,10.46,5.335,5.903,0.018,49.999,0.0,0.0,61.255,0.83,0.07,0.0,0.52,0.0,0.25
Philippines_1999,112850.0,37.8475366401717,0.0690251751280262,17.221719153503,298170.0,38602604,2.30668457967648,300000.0,54.15,10.89,5.331,11.874,0.015,50.956,0.0,0.0,68.176,0.78,0.14,0.0,0.51,0.0,0.28
Philippines_2000,112350.0,37.6798470671094,0.0668920466027483,17.0540295804407,298170.0,39491354,2.27620265367922,300000.0,54.76,11.05,5.059,16.302,0.018,50.969,0.0,0.0,72.348,0.7,0.18,0.0,0.5,0.0,0.29
Philippines_2001,112340.0,37.6764932756481,0.0648278196804795,16.8829862159171,298170.0,40413904,2.30921223019495,300000.0,55.26,11.28,3.623,16.364,0.26,50.056,0.0,0.001,70.304,0.48,0.18,0.01,0.48,0.0,0.28
Philippines_2002,111840.0,37.5088037025858,0.0628517155012558,16.7152966428547,298170.0,41485414,2.61680114030974,300000.0,55.94,11.11,5.553,14.298,3.265,47.041,0.0,0.0,70.156,0.7,0.15,0.07,0.45,0.0,0.27
Philippines_2003,111350.0,37.3444679209847,0.0609608075494852,16.5509608612536,298170.0,42570287,2.58146260771892,300000.0,56.13,12.03,5.359,14.858,4.976,45.023,0.0,0.0,70.215,0.63,0.14,0.1,0.42,0.0,0.26
Philippines_2004,111700.0,37.4618506221283,0.0593186722674953,16.43357816011,298170.0,43662356,2.53297904485818,300000.0,57.41,12.58,5.416,16.099,4.759,46.497,0.0,0.0,72.771,0.6,0.15,0.09,0.42,0.0,0.25
Philippines_2006,113500.0,38.0655330851528,0.0582606533624658,16.7689573062347,298170.0,45825954,2.37497816879945,300000.0,58.11,11.59,4.88,17.781,5.21,38.652,0.0,0.001,66.524,0.47,0.15,0.09,0.34,0.0,0.22
Philippines_2007,115000.0,38.5686018043398,0.0583747287420785,17.1043364523594,298170.0,46887019,2.28902449180027,300000.0,59.59,12.08,5.155,21.889,7.079,36.64,0.0,0.0,70.763,0.46,0.17,0.12,0.33,0.0,0.22
Philippines_2009,118000.0,39.5747392427139,0.0586469461257092,17.7750947446088,298170.0,48987564,2.16829098633742,300000.0,62.33,11.77,5.67,24.662,7.504,38.655,0.0,0.001,76.492,0.48,0.19,0.13,0.35,0.0,0.24
Philippines_2010,119500.0,40.0778079619009,0.0587682181476258,18.1104738907335,298170.0,50056035,2.157660793207,300000.0,60.99,12.86,6.056,28.231,7.068,41.597,0.0,0.001,82.953,0.49,0.2,0.11,0.37,0.0,0.25
Philippines_2011,120000.0,40.2454975349633,0.0577884229284686,18.1104738907335,298170.0,51156094,2.17385471733062,300000.0,62.14,12.21,6.114,31.017,7.629,38.983,0.0,0.0,83.743,0.46,0.21,0.12,0.34,0.0,0.24
Philippines_2013,123950.0,41.5702451621558,0.0573382850448806,18.5967736526143,298170.0,53372463,2.10018551339058,300000.0,63.97,12.43,7.715,40.026,6.738,41.315,0.0,0.0,95.794,0.54,0.27,0.1,0.36,0.0,0.27
Portugal_1992,39200.0,42.8415300546448,0.231821839544951,25.2349726775956,91500.0,5132609,-1.29981714602408,92120.0,11.33,3.87,3.136,11.88,0.592,34.716,0.068,0.59,50.982,0.59,0.14,0.01,0.38,0.03,0.23
Portugal_1993,38780.0,42.3825136612022,0.228585920272848,24.8633879781421,91500.0,5062834,-1.36877013342541,92120.0,11.31,3.76,3.195,12.536,0.555,32.53,0.085,0.595,49.496,0.57,0.15,0.01,0.35,0.04,0.22
Portugal_1994,39590.0,43.2677595628415,0.224794085105636,24.4808743169399,91500.0,5003363,-1.18161192249293,92120.0,11.72,3.72,3.292,13.188,0.442,32.434,0.279,0.642,50.277,0.56,0.15,0.01,0.35,0.12,0.22
Portugal_1995,39520.0,43.1912568306011,0.220186608150407,24.0437158469945,91500.0,4950901,-1.05407061211432,92120.0,11.94,3.86,3.462,14.594,0.784,34.585,0.417,0.701,54.543,0.55,0.17,0.02,0.37,0.18,0.23
Portugal_1997,37300.0,40.7650273224044,0.19872922596457,21.8579234972678,91500.0,4853841,-0.98521267774866,92120.0,12.29,3.91,3.561,13.732,1.14,35.042,0.47,0.766,54.711,0.54,0.15,0.03,0.36,0.19,0.23
Portugal_1999,37700.0,41.2021857923497,0.187004266453127,20.7650273224044,91500.0,4766554,-0.887449186867129,92120.0,12.65,4.04,3.827,14.909,6.464,40.467,0.384,0.855,66.906,0.56,0.17,0.14,0.4,0.17,0.27
Portugal_2001,38300.0,41.8579234972678,0.158602155240023,17.8360655737705,91500.0,4692296,-0.725470459508988,92120.0,12.41,3.7,3.627,12.713,6.28,41.277,0.428,0.939,65.264,0.48,0.14,0.13,0.4,0.16,0.26
Portugal_2002,37950.0,41.4754098360656,0.154303087547847,17.4754098360656,91500.0,4658665,-0.719308849796293,92120.0,12.66,4.12,3.91,13.72,7.373,43.325,0.502,0.919,69.749,0.5,0.15,0.15,0.42,0.17,0.27
Portugal_2003,38470.0,42.0437158469945,0.154612001135165,17.6065573770492,91500.0,4619439,-0.845565725825526,92120.0,13.01,3.87,3.616,12.987,7.331,39.281,0.565,0.874,64.654,0.43,0.13,0.14,0.37,0.2,0.24
Portugal_2004,38110.0,41.6502732240437,0.146479225526472,16.7431693989071,91500.0,4571864,-1.0352269940753,92120.0,13.1,3.94,4.004,13.094,9.148,39.764,0.572,0.913,67.495,0.44,0.12,0.17,0.36,0.18,0.24
Portugal_2005,38170.0,41.7158469945355,0.146606293234906,16.7978142076503,91500.0,4517810,-1.18936360531004,92120.0,12.77,3.83,4.088,13.076,9.616,41.504,0.563,0.866,69.713,0.43,0.11,0.18,0.37,0.17,0.24
Portugal_2006,38210.0,41.7732589920192,0.121675697136051,13.9717940308298,91470.0,4461605,-1.2518796388543,92090.0,12.56,3.63,4.0,13.082,9.091,37.368,0.536,0.85,64.927,0.38,0.11,0.16,0.33,0.16,0.21
Portugal_2008,36510.0,39.9147261397179,0.103955585924414,11.9820706242484,91470.0,4349078,-1.27639048864408,92090.0,11.99,3.69,4.012,9.849,10.495,34.304,0.504,0.959,60.123,0.35,0.07,0.18,0.31,0.14,0.19
Portugal_2012,36360.0,39.7507379468678,0.103622427909479,11.9602055318684,91470.0,4099817,-1.68036588063916,92090.0,11.69,3.11,2.55,11.15,9.097,25.639,0.607,0.936,49.979,0.19,0.07,0.14,0.22,0.17,0.14
Portugal_2013,36360.0,39.6986570586309,0.103662973982305,11.9008625395786,91590.0,4021087,-1.93900744778607,92210.0,11.49,3.12,2.814,10.206,8.107,25.01,1.184,0.861,48.182,0.2,0.07,0.12,0.22,0.32,0.14
